"ID","ID2","Season","SocInfo","Trial","Length","Width","Thick","Shape","Color","Fitness","erroredFitnness","LT1","LT2","LT3","LT4","Click1","Click2","Click3","Click4"
"166",2,"B1",3,0,16,40,22,27,1,2,644,649,0,0,0,0,0,0,0,0
"167",2,"B1",3,0,17,37,19,27,1,2,650,644,0,0,0,0,0,0,0,0
"168",2,"B1",3,0,18,37,19,27,1,3,650,649,0,0,0,0,0,0,0,0
"169",2,"B1",3,0,19,37,19,27,2,3,607,601,0,0,0,0,0,0,0,0
"170",2,"B1",3,0,20,37,19,30,1,3,652,646,0,0,0,0,0,0,0,0
"171",2,"B1",3,0,21,37,19,30,1,4,652,645,0,0,0,0,0,0,0,0
"172",2,"B1",3,0,22,37,19,32,1,2,654,660,0,0,0,0,0,0,0,0
"173",2,"B1",3,0,23,37,19,34,1,2,656,657,0,0,0,0,0,0,0,0
"174",2,"B1",3,0,24,37,19,37,1,2,661,661,0,0,0,0,0,0,0,0
"175",2,"B1",3,0,25,36,18,37,1,2,661,657,0,0,0,0,0,0,0,0
"176",2,"B1",3,0,26,35,17,36,1,2,656,655,0,0,0,0,0,0,0,0
"177",2,"B1",3,0,27,35,17,36,1,2,656,653,0,0,0,0,0,0,0,0
"178",2,"B1",3,0,28,35,17,36,3,2,644,639,0,0,0,0,0,0,0,0
"179",2,"B1",3,0,29,35,17,36,2,2,614,608,0,0,0,0,0,0,0,0
"180",2,"B1",3,0,30,35,17,36,1,2,656,659,0,0,0,0,0,0,0,0
"181",3,"B2",1,0,1,52,22,75,2,3,274,271,0,0,0,0,0,0,0,0
"182",3,"B2",1,0,2,54,21,90,2,3,227,228,0,0,0,0,0,0,0,0
"183",3,"B2",1,0,3,51,18,80,2,3,259,260,0,0,0,0,0,0,0,0
"184",3,"B2",1,0,4,51,16,80,2,3,256,259,0,0,0,0,0,0,0,0
"185",3,"B2",1,0,5,66,16,90,1,3,99,92,0,0,0,0,0,0,0,0
"186",3,"B2",1,0,6,70,16,90,2,3,125,122,0,0,0,0,0,0,0,0
"187",3,"B2",1,0,7,52,20,85,2,3,246,239,0,0,0,0,0,0,0,0
"188",3,"B2",1,0,8,80,20,77,2,3,132,130,0,0,0,0,0,0,0,0
"189",3,"B2",1,0,9,52,80,75,2,3,417,412,0,0,0,0,0,0,0,0
"190",3,"B2",1,0,10,75,85,80,2,3,239,246,0,0,0,0,0,0,0,0
"191",3,"B2",1,0,11,52,90,80,2,3,325,319,0,0,0,0,0,0,0,0
"192",3,"B2",1,0,12,60,100,90,2,3,197,205,0,0,0,0,0,0,0,0
"193",3,"B2",1,0,13,52,90,84,2,3,318,315,0,0,0,0,0,0,0,0
"194",3,"B2",1,0,14,55,90,85,2,3,291,283,0,0,0,0,0,0,0,0
"195",3,"B2",1,0,15,55,90,60,2,3,416,416,0,0,0,0,0,0,0,0
"196",3,"B2",1,0,16,55,90,75,3,3,357,359,0,0,0,0,0,0,0,0
"197",3,"B2",1,0,17,55,90,75,3,4,357,347,0,0,0,0,0,0,0,0
"198",3,"B2",1,0,18,55,90,75,3,3,357,361,0,0,0,0,0,0,0,0
"199",3,"B2",1,0,19,60,100,75,1,3,184,192,0,0,0,0,0,0,0,0
"200",3,"B2",1,0,20,60,100,75,3,3,268,257,0,0,0,0,0,0,0,0
"201",3,"B2",1,0,21,52,90,95,2,3,310,313,0,0,0,0,0,0,0,0
"202",3,"B2",1,0,22,52,100,100,2,3,256,254,0,0,0,0,0,0,0,0
"203",3,"B2",1,0,23,52,100,90,3,3,302,306,0,0,0,0,0,0,0,0
"204",3,"B2",1,0,24,52,100,90,3,3,302,307,0,0,0,0,0,0,0,0
"205",3,"B2",1,0,25,60,100,90,2,3,197,201,0,0,0,0,0,0,0,0
"206",3,"B2",1,0,26,60,100,95,3,3,238,236,0,0,0,0,0,0,0,0
"207",3,"B2",1,0,27,60,100,80,3,3,253,260,0,0,0,0,0,0,0,0
"208",3,"B2",1,0,28,52,100,75,3,3,329,326,0,0,0,0,0,0,0,0
"209",3,"B2",1,0,29,52,100,80,3,3,315,321,0,0,0,0,0,0,0,0
"210",3,"B2",1,0,30,52,100,80,3,3,315,310,0,0,0,0,0,0,0,0
"211",3,"B2",2,0,1,58,73,82,3,1,363,362,0,0,0,0,0,0,0,0
"212",3,"B2",2,0,2,58,73,90,3,1,294,289,0,0,0,0,0,0,0,0
"213",3,"B2",2,0,3,60,100,80,3,1,367,366,0,0,0,0,0,0,0,0
"214",3,"B2",2,0,4,60,100,90,3,1,277,274,0,0,0,0,0,0,0,0
"215",3,"B2",2,0,5,60,100,60,3,1,548,544,0,0,0,0,0,0,0,0
"216",3,"B2",2,0,6,60,100,50,3,1,529,526,0,0,0,0,0,0,0,0
"217",3,"B2",2,0,7,60,100,50,3,1,529,528,0,0,0,0,0,0,0,0
"218",3,"B2",2,0,8,60,100,45,3,1,488,487,0,0,0,0,0,0,0,0
"219",3,"B2",2,0,9,60,100,52,3,1,540,543,0,0,0,0,0,0,0,0
"220",3,"B2",2,0,10,60,100,55,3,1,551,558,0,0,0,0,0,0,0,0
"221",3,"B2",2,0,11,60,100,60,3,1,548,547,0,0,0,0,0,0,0,0
"222",3,"B2",2,0,12,60,100,57,3,1,553,550,0,0,0,0,0,0,0,0
"223",3,"B2",2,0,13,60,100,58,3,1,552,547,0,0,0,0,0,0,0,0
"224",3,"B2",2,0,14,75,100,57,3,1,463,469,0,0,0,0,0,0,0,0
"225",3,"B2",2,0,15,50,100,57,3,1,640,637,0,0,0,0,0,0,0,0
"226",3,"B2",2,0,16,40,100,57,3,1,701,702,0,0,0,0,0,0,0,0
"227",3,"B2",2,0,17,30,100,57,3,1,693,697,0,0,0,0,0,0,0,0
"228",3,"B2",2,0,18,45,100,57,3,1,677,678,0,0,0,0,0,0,0,0
"229",3,"B2",2,0,19,35,100,57,3,1,707,708,0,0,0,0,0,0,0,0
"230",3,"B2",2,0,20,37,100,57,3,1,707,707,0,0,0,0,0,0,0,0
"231",3,"B2",2,0,21,40,100,57,3,1,701,700,0,0,0,0,0,0,0,0
"232",3,"B2",2,0,22,35,100,57,3,1,707,701,0,0,0,0,0,0,0,0
"233",3,"B2",2,0,23,38,100,57,3,1,705,702,0,0,0,0,0,0,0,0
"234",3,"B2",2,0,24,35,100,57,3,1,707,703,0,0,0,0,0,0,0,0
"235",3,"B2",2,0,25,35,100,57,3,1,707,707,0,0,0,0,0,0,0,0
"236",3,"B2",2,0,26,33,100,57,3,1,703,698,0,0,0,0,0,0,0,0
"237",3,"B2",2,0,27,34,100,57,3,1,705,704,0,0,0,0,0,0,0,0
"238",3,"B2",2,0,28,35,100,57,3,1,707,705,0,0,0,0,0,0,0,0
"239",3,"B2",2,0,29,35,100,57,3,1,707,707,0,0,0,0,0,0,0,0
"240",3,"B2",2,0,30,35,100,57,3,1,707,703,0,0,0,0,0,0,0,0
"241",3,"B2",3,0,1,61,79,38,2,1,238,243,0,0,0,0,0,0,0,0
"242",3,"B2",3,0,2,60,80,40,2,1,251,254,0,0,0,0,0,0,0,0
"243",3,"B2",3,0,3,60,100,40,2,1,251,248,0,0,0,0,0,0,0,0
"244",3,"B2",3,0,4,60,90,40,2,1,251,252,0,0,0,0,0,0,0,0
"245",3,"B2",3,0,5,60,70,40,2,1,255,252,0,0,0,0,0,0,0,0
"246",3,"B2",3,0,6,60,63,40,2,1,263,264,0,0,0,0,0,0,0,0
"247",3,"B2",3,0,7,60,50,40,2,1,303,292,0,0,0,0,0,0,0,0
"248",3,"B2",3,0,8,60,40,40,2,1,368,365,0,0,0,0,0,0,0,0
"249",3,"B2",3,0,9,60,30,40,2,1,447,441,0,0,0,0,0,0,0,0
"250",3,"B2",3,0,10,60,20,40,2,1,497,492,0,0,0,0,0,0,0,0
"251",3,"B2",3,0,11,60,10,40,2,1,484,487,0,0,0,0,0,0,0,0
"252",3,"B2",3,0,12,60,15,40,2,1,499,500,0,0,0,0,0,0,0,0
"253",3,"B2",3,0,13,60,17,40,2,1,500,491,0,0,0,0,0,0,0,0
"254",3,"B2",3,0,14,60,16,40,2,1,500,503,0,0,0,0,0,0,0,0
"255",3,"B2",3,0,15,50,16,40,2,1,585,582,0,0,0,0,0,0,0,0
"256",3,"B2",3,0,16,45,16,40,2,1,615,621,0,0,0,0,0,0,0,0
"257",3,"B2",3,0,17,40,16,40,2,1,628,621,0,0,0,0,0,0,0,0
"258",3,"B2",3,0,18,30,16,40,2,1,599,604,0,0,0,0,0,0,0,0
"259",3,"B2",3,0,19,35,16,40,2,1,622,623,0,0,0,0,0,0,0,0
"260",3,"B2",3,0,20,37,16,40,2,1,627,635,0,0,0,0,0,0,0,0
"261",3,"B2",3,0,21,38,16,40,2,1,628,634,0,0,0,0,0,0,0,0
"262",3,"B2",3,0,22,38,16,30,2,1,612,615,0,0,0,0,0,0,0,0
"263",3,"B2",3,0,23,38,16,45,2,1,646,649,0,0,0,0,0,0,0,0
"264",3,"B2",3,0,24,38,16,50,2,1,673,669,0,0,0,0,0,0,0,0
"265",3,"B2",3,0,25,38,16,60,2,1,760,758,0,0,0,0,0,0,0,0
"266",3,"B2",3,0,26,38,16,81,2,1,952,948,0,0,0,0,0,0,0,0
"267",3,"B2",3,0,27,38,16,100,2,1,849,859,0,0,0,0,0,0,0,0
"268",3,"B2",3,0,28,38,16,90,2,1,939,946,0,0,0,0,0,0,0,0
"269",3,"B2",3,0,29,38,16,86,2,1,954,947,0,0,0,0,0,0,0,0
"270",3,"B2",3,0,30,38,16,85,2,1,956,955,0,0,0,0,0,0,0,0
"271",4,"B3",1,0,1,52,22,75,2,3,274,276,0,0,0,0,0,0,0,0
"272",4,"B3",1,0,2,90,10,10,1,2,201,198,0,0,0,0,0,0,0,0
"273",4,"B3",1,0,3,100,5,5,1,4,148,145,0,0,0,0,0,0,0,0
"274",4,"B3",1,0,4,50,90,60,1,4,418,417,0,0,0,0,0,0,0,0
"275",4,"B3",1,0,5,50,90,60,2,4,459,455,0,0,0,0,0,0,0,0
"276",4,"B3",1,0,6,50,90,85,4,1,364,363,0,0,0,0,0,0,0,0
"277",4,"B3",1,0,7,50,90,85,3,1,377,378,0,0,0,0,0,0,0,0
"278",4,"B3",1,0,8,50,90,85,3,2,377,378,0,0,0,0,0,0,0,0
"279",4,"B3",1,0,9,50,90,85,3,3,377,376,0,0,0,0,0,0,0,0
"280",4,"B3",1,0,10,50,90,85,3,4,377,382,0,0,0,0,0,0,0,0
"281",4,"B3",1,0,11,50,90,85,2,4,334,326,0,0,0,0,0,0,0,0
"282",4,"B3",1,0,12,50,90,85,1,4,293,296,0,0,0,0,0,0,0,0
"283",4,"B3",1,0,13,40,90,80,1,4,384,384,0,0,0,0,0,0,0,0
"284",4,"B3",1,0,14,40,90,80,4,1,456,459,0,0,0,0,0,0,0,0
"285",4,"B3",1,0,15,40,90,100,4,1,439,440,0,0,0,0,0,0,0,0
"286",4,"B3",1,0,16,40,90,90,4,1,443,436,0,0,0,0,0,0,0,0
"287",4,"B3",1,0,17,25,90,90,4,1,470,469,0,0,0,0,0,0,0,0
"288",4,"B3",1,0,18,15,90,90,4,1,404,409,0,0,0,0,0,0,0,0
"289",4,"B3",1,0,19,20,90,90,4,1,443,443,0,0,0,0,0,0,0,0
"290",4,"B3",1,0,20,25,90,90,4,1,470,471,0,0,0,0,0,0,0,0
"291",4,"B3",1,0,21,25,75,90,4,1,585,589,0,0,0,0,0,0,0,0
"292",4,"B3",1,0,22,25,65,90,4,1,630,629,0,0,0,0,0,0,0,0
"293",4,"B3",1,0,23,25,60,90,4,1,628,626,0,0,0,0,0,0,0,0
"294",4,"B3",1,0,24,25,60,100,4,1,625,630,0,0,0,0,0,0,0,0
"295",4,"B3",1,0,25,25,65,100,4,1,627,624,0,0,0,0,0,0,0,0
"296",4,"B3",1,0,26,25,60,100,4,1,625,632,0,0,0,0,0,0,0,0
"297",4,"B3",1,0,27,30,60,100,4,1,635,641,0,0,0,0,0,0,0,0
"298",4,"B3",1,0,28,50,60,100,4,1,515,514,0,0,0,0,0,0,0,0
"299",4,"B3",1,0,29,40,60,100,2,1,568,566,0,0,0,0,0,0,0,0
"300",4,"B3",1,0,30,40,60,100,1,1,527,528,0,0,0,0,0,0,0,0
"301",4,"B3",2,0,1,58,73,82,3,1,363,353,0,0,0,0,0,0,0,0
"302",4,"B3",2,0,2,58,73,82,3,2,363,361,0,0,0,0,0,0,0,0
"303",4,"B3",2,0,3,58,73,82,3,3,363,370,0,0,0,0,0,0,0,0
"304",4,"B3",2,0,4,58,73,82,3,4,363,363,0,0,0,0,0,0,0,0
"305",4,"B3",2,0,5,58,73,82,1,3,406,405,0,0,0,0,0,0,0,0
"306",4,"B3",2,0,6,58,73,82,3,3,363,360,0,0,0,0,0,0,0,0
"307",4,"B3",2,0,7,58,73,82,4,3,322,321,0,0,0,0,0,0,0,0
